Salary (USD),Job title_Bin,Industry,Country,Race_Bin,Age,Gender_Bin,Highest level of education completed,Experience
89000.0,Management,tech,USA,White,35-44,Woman,College degree,8
92000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
94000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,21
104000.0,Management,tech,USA,White,45-54,Woman,Master's degree,21
96800.0,Management,tech,USA,White,45-54,Woman,College degree,8
52000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Some college,11
68000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
350000.0,Management,tech,USA,White,45-54,Man,College degree,21
137000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,8
43000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,Some college,8
36712.0,Non-Managerial Employee,nonprofit,USA,White,45-54,Woman,Some college,11
112000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
85000.0,Management,government,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,11
60000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,8
50000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,High School,11
52000.0,Non-Managerial Employee,government,USA,White,18-24,Woman,College degree,2
57000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,5
52500.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
54000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
56000.0,Director,education,USA,White,25-34,Woman,Master's degree,8
64000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,PhD,5
39000.0,Non-Managerial Employee,nonprofit,USA,White,18-24,Woman,College degree,2
42000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,8
57424.78789,Non-Managerial Employee,finance,Canada,White,25-34,Woman,College degree,8
69000.0,Director,tech,USA,White,45-54,Woman,College degree,11
68000.0,Management,finance,USA,White,35-44,Woman,Some college,11
76000.0,Management,education,USA,White,25-34,Woman,Master's degree,8
127000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,8
105000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
50000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",35-44,Woman,Master's degree,11
146000.0,Non-Managerial Employee,healthcare,USA,White,45-54,Woman,PhD,11
102500.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,PhD,8
58000.0,Management,property,USA,White,35-44,Woman,High School,11
140000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,8
145000.0,Management,tech,USA,White,25-34,Woman,College degree,8
66000.0,Management,"tech,business",USA,White,45-54,Woman,Master's degree,21
61800.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
50000.0,Non-Managerial Employee,law enforcement and military,USA,White,18-24,Woman,College degree,2
38800.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
33707.0936,Non-Managerial Employee,service,Ireland,White,35-44,Woman,Some college,21
50000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,11
70000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
128300.0,Non-Managerial Employee,government,USA,White,45-54,Woman,Master's degree,31
42478.61022,Non-Managerial Employee,government,Canada,White,45-54,Woman,College degree,5
107000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,8
31500.0,Management,service,USA,White,25-34,Woman,College degree,8
88000.0,Management,business,USA,White,25-34,Woman,College degree,11
600000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,PhD,21
66864.47905,Non-Managerial Employee,government,Canada,White,35-44,Woman,Master's degree,11
121000.0,Management,business,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,Master's degree,8
125000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",35-44,Woman,Master's degree,11
82000.0,Non-Managerial Employee,education,USA,White,35-44,Man,College degree,11
90000.0,Management,business,USA,Mixed Race,35-44,Woman,College degree,11
100000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
80000.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,College degree,21
64000.0,Non-Managerial Employee,property,USA,Mixed Race,35-44,Woman,College degree,11
200000.0,Management,tech,USA,White,25-34,Woman,College degree,8
188434.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
120000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Some college,11
92000.0,Management,finance,USA,White,25-34,Woman,College degree,8
84000.0,Management,manufacturing,USA,White,35-44,Woman,Master's degree,11
112292.97300000001,Director,tech,UK,White,35-44,Woman,College degree,11
44500.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,2
58240.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,Master's degree,5
107500.0,Director,nonprofit,USA,White,25-34,Woman,College degree,11
155000.0,Director,government,USA,Mixed Race,45-54,Woman,Master's degree,11
82400.0,Management,property,USA,Mixed Race,25-34,Woman,College degree,8
68000.0,Non-Managerial Employee,property,USA,Black or African American,25-34,Woman,College degree,5
82500.0,Non-Managerial Employee,business,USA,Asian or Asian American,25-34,Woman,College degree,5
34000.0,Management,education,USA,White,25-34,Other,College degree,8
45000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,2
160000.0,Management,business,USA,Mixed Race,35-44,Woman,Some college,21
43265.251150000004,Management,government,Canada,White,25-34,Woman,College degree,8
281000.0,Management,tech,USA,White,25-34,Man,Master's degree,8
280000.0,Management,tech,USA,Asian or Asian American,35-44,Man,Some college,11
143000.0,Management,tech,USA,White,25-34,Woman,College degree,11
83000.0,Non-Managerial Employee,tech,USA,White,25-34,Other,Some college,0
58800.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
101360.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,8
103000.0,Non-Managerial Employee,government,USA,White,35-44,Man,College degree,21
204000.0,Director,tech,USA,White,35-44,Woman,College degree,21
88103.78416,Non-Managerial Employee,education,Canada,White,45-54,Woman,Master's degree,11
80000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,11
68805.0,Non-Managerial Employee,government,USA,White,25-34,Woman,PhD,8
108000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,11
128700.0,Director,business,USA,White,35-44,Woman,Master's degree,11
45000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
54000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,0
36280.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,5
36000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,Master's degree,5
122182.700224,Non-Managerial Employee,healthcare,Australia,Asian or Asian American,35-44,Woman,PhD,8
52975.86138,Non-Managerial Employee,healthcare,UK,White,25-34,Woman,College degree,8
165000.0,Management,manufacturing,USA,White,35-44,Woman,Master's degree,11
102000.0,Non-Managerial Employee,finance,USA,White,45-54,Woman,Master's degree,21
161000.0,Non-Managerial Employee,manufacturing,USA,White,55-64,Man,Some college,21
110000.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,11
72100.0,Management,nonprofit,USA,White,35-44,Woman,Master's degree,8
75000.0,Management,property,USA,White,35-44,Woman,College degree,21
37024.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Other,PhD,5
55000.0,Management,business,USA,White,25-34,Woman,College degree,5
78664.09300000001,Management,entertainment,Canada,White,35-44,Man,College degree,21
78000.0,Director,business,USA,White,35-44,Woman,Master's degree,11
50000.0,Non-Managerial Employee,entertainment,USA,White,25-34,Woman,College degree,5
160000.0,Non-Managerial Employee,healthcare,USA,White,45-54,Woman,College degree,21
104000.0,Non-Managerial Employee,manufacturing,USA,White,55-64,Woman,College degree,21
67800.0,Non-Managerial Employee,business,USA,Mixed Race,25-34,Woman,Master's degree,5
70600.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,5
72370.96556,Non-Managerial Employee,agriculture,Canada,White,25-34,Woman,Master's degree,8
85000.0,Non-Managerial Employee,service,USA,White,35-44,Woman,College degree,11
40000.0,Non-Managerial Employee,"tech,business",USA,White,35-44,Woman,College degree,11
58511.244402000004,Non-Managerial Employee,"tech,business",UK,White,25-34,Woman,Master's degree,5
48640.0,Management,service,USA,White,35-44,Woman,College degree,11
95000.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,11
165000.0,Non-Managerial Employee,government,USA,White,55-64,Woman,Master's degree,31
40317.0,Non-Managerial Employee,government,USA,White,55-64,Woman,Master's degree,31
53900.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
59400.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,2
54075.0,Non-Managerial Employee,manufacturing,USA,White,18-24,Man,College degree,0
53895.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,2
81000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,Some college,11
67080.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,Master's degree,2
84170.57951,Non-Managerial Employee,tech,Canada,White,35-44,Man,College degree,11
121000.0,Management,business,USA,Mixed Race,45-54,Woman,Some college,21
72000.0,Director,education,USA,White,25-34,Woman,Master's degree,8
84618.0,Management,tech,USA,Black or African American,25-34,Woman,College degree,8
65500.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
56000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,21
74500.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,55-64,Woman,College degree,21
140000.0,Non-Managerial Employee,nonprofit,USA,White,45-54,Man,Some college,21
52735.2916,Director,business,Ireland,White,25-34,Woman,College degree,8
110000.0,Director,government,USA,White,35-44,Woman,Master's degree,11
157000.0,Director,government,USA,White,35-44,Woman,College degree,11
38830.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Other,Master's degree,5
90000.0,Management,entertainment,USA,White,35-44,Man,Master's degree,11
53000.0,Non-Managerial Employee,entertainment,USA,White,25-34,Woman,College degree,8
42318.5976954,Management,finance,UK,White,25-34,Woman,College degree,11
137000.0,Management,healthcare,USA,White,35-44,Woman,Master's degree,11
125000.0,Management,"tech,business",USA,White,35-44,Woman,Master's degree,11
54000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
40000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
40983.992453,Non-Managerial Employee,business,Canada,White,25-34,Woman,Some college,11
32000.0,Non-Managerial Employee,government,USA,White,18-24,Woman,College degree,2
63000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,5
47198.4558,Director,nonprofit,Canada,White,35-44,Woman,College degree,11
33038.91906,Non-Managerial Employee,nonprofit,Canada,White,25-34,Woman,College degree,5
94000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,College degree,5
98000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Man,College degree,8
93000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,2
70000.0,Director,business,USA,Mixed Race,35-44,Woman,Master's degree,11
72000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,8
82400.0,Management,finance,USA,White,35-44,Woman,College degree,11
51000.0,Non-Managerial Employee,finance,USA,White,25-34,Man,Some college,5
55064.8651,Non-Managerial Employee,education,Canada,White,25-34,Other,Master's degree,5
76000.0,Director,education,USA,White,35-44,Woman,Master's degree,11
92500.0,Director,education,USA,White,45-54,Woman,Master's degree,21
70000.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Other,PhD,0
56441.4867275,Non-Managerial Employee,finance,Canada,White,45-54,Woman,Master's degree,8
119000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,College degree,11
92000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,PhD,8
183000.0,Director,tech,USA,White,35-44,Woman,College degree,11
107000.0,Management,government,USA,White,55-64,Man,High School,41
136850.0,Director,"tech,business",USA,White,35-44,Woman,Master's degree,11
40000.0,Management,"tech,business",USA,White,25-34,Woman,College degree,5
69900.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,21
58000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,8
66000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,5
66000.0,Management,manufacturing,USA,White,35-44,Man,Master's degree,8
54000.0,Management,nonprofit,USA,White,35-44,Woman,College degree,11
85000.0,Management,tech,USA,White,25-34,Woman,Some college,5
155000.0,Executive,business,USA,White,35-44,Woman,Master's degree,11
53000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,11
42000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,2
80000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,2
44777.0,Non-Managerial Employee,education,USA,White,25-34,Other,Master's degree,5
103550.0,Non-Managerial Employee,nonprofit,USA,White,45-54,Woman,College degree,21
40000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,Some college,11
150000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
37000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,2
110400.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
70000.0,Non-Managerial Employee,manufacturing,USA,White,45-54,Woman,College degree,21
200000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,11
69000.0,Director,education,USA,White,35-44,Woman,Master's degree,11
47198.4558,Non-Managerial Employee,healthcare,Canada,White,25-34,Woman,College degree,11
94257.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
41000.0,Director,finance,USA,White,35-44,Woman,College degree,11
91000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,Master's degree,5
72300.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,11
82000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
68000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
36000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Other,Master's degree,8
110250.0,Management,tech,USA,White,25-34,Woman,Master's degree,11
117000.0,Management,nonprofit,USA,White,35-44,Woman,Master's degree,11
39332.046500000004,Management,service,Canada,White,25-34,Woman,College degree,5
132000.0,Management,business,USA,Asian or Asian American,35-44,Woman,College degree,11
114000.0,Director,manufacturing,USA,White,45-54,Woman,College degree,21
57000.0,Non-Managerial Employee,finance,USA,Asian or Asian American,25-34,Man,College degree,5
76304.17021,Non-Managerial Employee,healthcare,Canada,White,45-54,Woman,College degree,31
52200.0,Non-Managerial Employee,"tech,business",USA,Mixed Race,25-34,Woman,College degree,8
148000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,PhD,5
